Metin,Durum
şarjinin hemen btmesi dışında güzel bi oyuncak. eşim bile oynuyor halbuki çocuğa almiştm??,
Kızım için getirttim Kargo çok hızlıydı üründe çok güzel,
Bayıldım çocukluğum?? cok kaliteli bisey beklemeyin ama bence gayet iyi,
İçinde 500 oyun var galiba kardeşime aldım tabletten çok bununla oynuyor artık,
Çok sayıda oyun içeriyor bu yüzden çocuklar sıkılmaz oynarken,
müthiş müthiş döndürdü o günlere biR kaş Tane daha alacağım ????,
Hızlı güvenli bir şekilde elime ulaştı çocuklarım severek oynuyor,
Çok kaliteli değil ama çocukluğumun oyuncağı olduğu için severek oynuyoruz,
o kadar güzel birşey ki geldiğinden beri elimizden düşmedi tavsiye ediyorum,
Eski günlere döndüm oynarken ama zamanla düğmeler içine göçevek gibi Türkçe menü SÜ yok bu arada,
Güzel bir ürün yeğenim için aldım. Yanlız hoparlör ü kısa Bi sürede bozuldu.,
Oyunlar eski zamanlardaki gibi cok eğlenerek oynuyoruz hızlı teslimat güzel paketleme,
cocuğunuzun elinden alıp çocukluğunuza donebilirsiniz ??,
Eşim elinden hiç bırakmıyor gerçekten güzel bir alet nostaji yaptık,
çok kaliteli bir ürün değil kızım istediği için aldım,
90lı yıllara,çocukluğumuza götürdü bizi.çok güzel bir ürün,
çocukluğumuza geri döndük adeta oglum elinden düşürmüyor çok begendik,
kardeşimle kendime aldim cok ama cok beğendik sırf mario için bile alinabilir,
Harika bir ürün eski günlere döndük bütün oyunlar var çok güzel bir nostalji yaşattı bize,
mükemmel bişey çocuklara hediye için aldım ama onlara vermeden önce günlerdir ben oynuyorum :)),
çok kaliteli bir ürün değil kızım istediği için aldım,
şimdilik sağlam gibi sorunsuz ulaştı elime çok nostaljik cocuklugumuza döndük yaşasın 90'lar,
tam da istediğimiz gibi...uygun fiyat keyifli oyunlar,
Harika bir ürün eski günlere döndük bütün oyunlar var çok güzel bir nostalji yaşattı bize,
Eski zamanlara götürdü bizi çok iyi çocuklar çok sevdi,
Özenli paketlenmiş yep yeni çok güzel 400 oyun var gayet kaliteli. 2. ye sipariş versik çocuklara..,
Oğluma aldim 5 yaşinda ve çok sevdi telefondan daha iyi enazindan tavsiederim,
Cocuguna telefon vermek ıstemeyen anneler ıcın guzel bır tercıh severek kullanıyoruz..,
Gayet başarılı bir oyuncak diyebilirim,90’lı yılların oyunları var,şarj haliyle çabuk bitiyor.,
Ogluma aldim ama ben Daha cok oynarim, cocuklugumun oyunu,
Bayıldım tavsiye ederim,
oğlum çok beğendi ve jarzi geç bitiyor,
Çok sevdik, ekranı biraz küçük ama çok keyifli????,
Gayet güzel nostalji sevenler için,
harika göründüğü gibi tavsiye ederim,
Pahalı ama güzel,
Oyunları kopyalamışlar fakat sadece marionicin bile alinir bayıldım,
Çocukluğumuza döndük diyebilirim. Tek sıkıntısı tuşlar çok randumanlı değil. Ama o da olsun fiyat performans olarak ortalama bi alet.,
Kargo iyiydi üründe sağlam geldi şimdilik nostalji yaşatıyor insana çocukluğumun oyunlarını şimdi oğlum oynuyor teşekkürler,
Malzemesi çok kaliteli değil. Ama oyunları çok tatlı. Sanki eski zamanlarda gibiyiz ailecek severek oynuyoruz.,
Başka biri istedi diye almıştım , görünce bir tane de kendim için aldım. Paketleme daha iyi olabilirdi.. onun dışında Gayet güzel çok memnun kaldım.. Umarım ileride gerektiği zaman bataryasını kolay bulurum :),
Yeni geldi 2 tane sipariş etmiştik gerçekten çok güzel şuana kadar bastığımız bütün oyunlar açıldı sadece tuşlarda minik bi sorun olduğunu düşünüyorum bazen takılıyor onun dışın da normal bildiğimiz atari tavsiye ederim,
oyunlara tekrar dönebilecek geri tuşu yok her seferinde tekrar açıp kapatmak zorunda kalıyosunuz, ekrandaki koruyucu bant çıkmış mahvolmustu, cihazda çizikler vardı, aras kargoyu tercih etmeyin bence nerdeyse kırılacakmış,
Erkek arkadaşıma hediye aldım çok sevdi içinde her oyun var ses ekran ve çözünürlük kalitesi fiyatına göre çok iyi tavsiye edilir,
erkek arkadaşımınkinden bir tık kalitesiz sanki ama yine de iş görür. bir de dil seçeneği neden arapça? çince ya da japonca olsa anlıycam da ?? neyse ki ingilizce var.,
İkinci alışım ve ailecek çok sevdik. Kargoya verilmesi baya uzun sürdü ama hızlı ulaşması mutlu etti.,
kaliteli bişey beklemeyin ama oyunlar vs cocuk için eglenceli,
Çok memnunuz bu üründen çocuklar için güzel ve eğlenceli,
Karantina günlerimizin vazgecilmez oyuncagı oldu 7 den 70 e oynamak için kuyruk bekliyoruz,
çok güzel beni çocukluğuma götürdü çocuklarına aldım çok sevdiler,
2 ADET aldım çok memnunum gayet kaliteli tavsiye ediyorum,
ürün harika su yaşında ben bile oynuyorum yorumlarda dendiği kadar da kalitesiz deyil,
uygun fiyat ve kaliteli ürün özenli bir şekilde paketleme yapılmış,
Ürün gayet güzel ve kullanışlı verdiğim paraya değdi. teşekkürler,
Biz aldık cok begendık üzerine birde komsumuza aldık Çocukları TV den telefondan kurtardık,
ürününün hem fiyatı uygun hemde göründüğü gibi kaliteli kardeşime aldım çok beğendi,
güzel geldi, küçük kardeşime aldım bir tane de kendime alıcam,
Super bir şey nostalji yaşıyoruz.Çocuklarla birlikte oynuyoruz.,
Boyutları bence normal ve lityum pili şarj edilebiliyor,
MAVİ İSTEDİK BEYAZ GÖNDERİLMİŞ ONUN HARİCİNDE SORUN YOK.,
Boyutu küçük demişler ama bence ideal. Nostaljik ve çok eğlenceli. Şarzı da epey gidiyor.,
Cok seviyorum, oynayinca daha cok oynayasiniz geliyor urun de sorun yok gayet basarili ????????,
Bağımlılık yapıyor çok iyi. Bir de şarjı hiç bitmeseee,
gayet güzel çocukluğuma geri döndüm cocuklarimda severek oynuyor,
kaliteli bişey beklemeyin ama oyunlar vs cocuk için eglenceli,
Ürün gayet güzel insanı eski günlere götürüyor. Evet görüntü kalitesi iyi degil ama yinede iş görür,
Karantina günlerimizin vazgecilmez oyuncagı oldu 7 den 70 e oynamak için kuyruk bekliyoruz,
Oyunlar çok çok keyifli. Fiyatına göre de ürün gayet alınabilir.,
Çok çok çoookkk beğendik. TV ye de bağlanıyor. Tablet telefon bağımlılığına son. Tavsiye ederim,
Gerçekten çok güzel bir ürün. Sırf mario için aldım :),
Güzel bir konsal çocuk lar için eylenceli tavsiye ederim,
Süper , hey gidi güzel eğlenceli ve huzurlu günler :) düşünmeden alın derim ,,
ikizlerim için aldık çok beğendik 90lı yılları yaşıyoruz ??,
Oğlum çok beğendi ve 2 günde elimize geçti teşekkürler.,
aldığımız günden beri elinden düşürmüyor oğlum. gerçekten severek kullaniyor.,
rengi farklı geldi ancak ürün anlatıldığı gibi. Çocuklar çok sevdi,
beklediğimizden daha güzel bir ürün oyun çeşitliliği çok güzel,
kisa bir surede geldi ve beklentilemiz gibi guzel bir urun tesekkurler trendyol,
ürünün hem fiyatı uygun hemde göründüğü gibi kaliteli teşekkürler ??,
çok büyük degil ama yeterli bence. tam 400 oyun yok ama mario yeter,
bayıldık cocuguma diye aldık eşimle biz başında kavga ediyoruz ben oynayacağım ben oynayacağım diye,
biz çok beğendik cocuklugumuza döndük sanki tavsiye ederim,
Süper çocuklardan çok eşimle Ben oynuyorum eskilere gittik,
Harika özellikle super marionun olması ?? kardeşime almıştım ama kendim daha çok kullanıyorum :D,
İndirimdeyken almıştım çocukluğuma götürdü beni resmen evde kapanın elinde kalıyor,
Oğluma aldım ama ben oynuyorum daha çok çünkü çocukluğum ?? çok güzel bir ürün 400 oyun bi arada,
çok güzel gerçekten eskilere götürdü resmen oğluma aldım elinden hiç düşmüyor,
alirken cok şüphelerim vardi ama o kadar guzel oyun oynaniyorki herkese cani gönülden tavsiye ederim,
Fiyatına göre oldukça kaliteli. Bizi eskilere götürdü. Çok memnun kaldık. :),
Çok sevdik, fiyat kalitesi çok iyi, cocuklar bayıldı, bir tane daha sipariş edeceğiz.,
Hizli kargo icin tsk hayer güzel cocuklar severek oynuyor...,
Bana eskileri hatırlattı çok güzel bir oyuncak alın ve sıkıldıkça oynayın,
coook eglencelii alin aldirin cocukluguma dondumm cok mutluyum ...,
urun guzel fakat tuslarinda biraz aksaklik var gibi,
Çocukluğuma götüren bir oyuncak ?? hızlı kargo ve korunaklı geldi,
Severek kullanıyoruz, büyük küçük tam bir nostalji??,
Çok memnunuz bu üründen çocuklar için güzel ve eğlenceli,
Çocukluğuma döndürdü beni resmen. İndirimdeyken almıştım. Gayet uyguna geldi çok güzel bir oyuncak,
Gayet oynanır kullanışlı bir ürün fiyata göre çok başarılı,
Yeğenlerime aldım çok beğendiler , hızlı kargo teşekkürler ??,
Sapa sağlam geldi 1 aydır kullanıyoruz 2 çoçugumada aldım ????????????,
Hızlı ve özenli kargo güvenilir satıcı tavsiye ederim,
cok iyi cocuguma kendi cagimin oyunlarini oynatiyorum,
Erkek arkadaşıma aldım bayıldı. Çocukluğumuza geri döndük. Çok da hızlı geldi teşekkürler trendyol ??,
Çok güzel eğlenceli bir sürü oyun var resmen eskilere gittim çocuklar içinde iyi,
Süper çocukluğunuza güzel bi yolculuk yapıyorsunuz ??,
Hiç düşünmeden alın derim, çocukluğunuza dönüyosunuz :) hızlı geldi, tavsiye ederim,
Çocukluğumu çocuğuma aldım??,
2 tane aldım. Çocuklarım severek oynuyorlarrr,
Süper vallaha çocukluğuma döndüm,
Eskileri hatırlatan guzel bir ürün,
Çocukluğumu çocuğuma aldım??,
cok guzel ya resmen 90lara gittik :),
Ben hediye olarak aldım ancak çok güzel,
Gayet güzel,
Çocukluğuma geri döndüm alın mutlaka??,
Hızlı teslimat..Çok eğlenceli bence herkese tavsiye ederim hiç bir olumsuz yönü yok..,
ekranı çizik şekilde geldi malesef ama oyun ve ıçerik gayet güzel çocuklarım çocukluğuma yolculuk etti ??,
Şarj çok çabuk bitiyor . Ama eski oyunların hepsi var . Oyunları oynarken çocukluk günlerim aklıma geliyor ??,
Çok süper bir atari değil oyunlar çok silik ve minicik çin malı şarj ederken çatur çutur sesler geliyor dikkat edin,
Sabahtan beri kullaniyorum hic sarji bitmedi her seyi guzel ama y ve x tuslari calismiyormu bazi oyunlarda mi calismiyor anlayamadim mario icin aldim diger oyunlarida çözeceğim ekrani jelatinli olsaydi keske,
Telefon boyutunda. 400 oyun var içinde ancak 1-2 si bile yeterli geliyor. Ürün biraz çizik geldi ama çok sıkıntı değil. Tavsiye ederim????,
geçmişe dönmek için güzel bir ürün fakat bazı oyunlarda tuşların bi işlevi yok. örneğin olympiyat oyununda hiç bir tuş işlemiyor dolayısıyla oynayamiyorsunuz.,
fiyatina gore guzel bekledigimden biraz kucuk geldi ama cocuklari eglendirebilecek kapasitede benim cocugum cok begendi,
Gorundugundenden daha kucuk ve keske turce programında olsaydı,
Fiyat performansı çok iyi çocukluğumun atarisi çok güzel,
Güzel ürün amacına uygun oğluma aldım bu pandemide değişiklik oldu onun için . Teşeklürler,
Bilgisayar tablet vs.ye göre daha kontrollü olur diye aldım. İş görür.,
Hızlı teslimat yapıldı teşekkürler ekranı biraz küçük,
şimdilik telefondan kurtardı çocukları umarım sıkılmadan oynarlar,
Eşime hediye almıştım çok beyendi çocukluğumuzdaki oyunların tümü var,
güzel ama aynı oyunla r kızım bir gün oynadı attı bir koseye,
Ürün Cok güzel herkeze tavsiye ederim cocuklar için kurtarıcı ve hızlı kargo ??????,
Ürün kullanışlı beklediğim gibi geldi, zevkle oynuyorum. Teşekkürler ????,
ürün guzel ve sağlam şekilde geldi içinde bı suru nostaljik oyun mevcut,
Bence on numara ürün biraz ele küçük ama yapacak bir şey yok,
ürün hızlı bir şekilde elime ulaştı paketleme iyiydi oğlum severek kullanıyor teşekkür ederiz,
Çok hızlı 2 günde sorunsuz geldi çok teşekkür ederim,
ürün guzel ve sağlam şekilde geldi içinde bı suru nostaljik oyun mevcut,
Ürün Cok güzel herkeze tavsiye ederim cocuklar için kurtarıcı ve hızlı kargo ??????,
Ürün kullanışlı beklediğim gibi geldi, zevkle oynuyorum. Teşekkürler ????,
Ürün kullanışlı, gayet güzel çalışıyor, televizyona da bağlandığında sorunsuz.,
Bence on numara ürün biraz ele küçük ama yapacak bir şey yok,
Eğlenceli bir ürün bu yaşımda ben bile oynarken eğleniyorum,
ürün sağlam eski atari oyunlarını sevenler alabilir.Gönderimi de oldukça hızlıydı teşekkürler.,
fiyatına göre gayet güzel ürün içindeki oyunlar ile çocukluğuma döndüm.,
paketlemesi cok iyiydi. kargosuda cok hizli ulasti. tesekkurler,
eski oyunların hemen hemen hepsi içinde nostalji yaşattı,
ıyıkı almışım muhteşem bısey oğluma aldım ben oynuyorum,
greybride sayesinde alındı harika ??,
arkadaşıma hediye almıştım çok beğendii,
çok güzel çok teşekkür ederim,
severek oynuyoruz tavsiye ediyorum,
Maziye götüren bir oyuncak bayıldımmm,
Eski günlere döndürdü,
Eşimden kullanmaya fırsat kalmıyor ki,
çocuklar icin iyi bi tercih,
çocuklar elinden düşürmüyor,
çocukluğuna dönmek isteyenler,
ikinoglumada aldım çok iyi,
birazcık oynama fırsatım oldu. güzel bence,
Telefondan kurtariyor cocuklari ???? begendik,
coook hizli bi teslimat syperr,
Çok güzel bir nostaji oyuncağı,
sarji iyi idare ediyor,
çok eğlenceli çok güzel Tam da beklediğim gibi,
Çocukluğuma geri döndüm çok güzel,
birazcık oynama fırsatım oldu. güzel bence,
ikinoglumada aldım çok iyi,
Guvenilir guzel geldi,
Pandemi dönemi elim ayağım oldu çocuklar için ????????,
Eski günlere döndürdü,
Eşimden kullanmaya fırsat kalmıyor ki,
çocuklar icin iyi bi tercih,
Harika çocukluğuma döndüm,
Gayet güzel bir ürün, beklediğimiz gibi,
Hediye aldım harikaaaa,
çocukla çocuk yapan bir oyun,
Çocuklara çok güzel bir hediye ben çok beğendim,
bekledigim gibi guzel,
Vakit geçirmek için iyi bir oyun,
Yegenlerime hediye olarak aldim. Cok mutlu oldular severek oynuyorlar,
çocuklar elinden düşürmüyor,
Urün fiyatına göre çok iyi . Oğlum severek oynuyor,
çocukluğuma döndüm resmen. alınabilir bir urun,
eşime aldım çok güzel,
Direk iade çok sıkıcı,
Çok kaliteli değil biraz yazıları falan Çin malıyım diye bağırıyor ?? ama içindeki oyunları güzel ne bileyim orta işte,
ürün çok kalitesiz ve ekranı oynadıkça gidiyor çok dandik geldiği için iade etmek zorunda kaldm ayrıca görüntü kalitesi düşük ve aynı oyunlar var hep,
Çok mükemmel bişey beklemeyin çok kötü de degil. Fiyat performans denilebilir,
Beklentimi karşıladı. TV'ye bağlanıp oynanması hoşuma gitti. ,
Sürekli çantada taşıyabilinir bir şey çok güzel vakit geçirtiyor,
kardeşime aldık. evde maaile ben oynicam diye kavga ediyoruz. arkadaşlarım da aldı beğenip.,
görüntü kalitesi çok iyi değil,
boyut olarak biraz küçük ama çok güzel tavsiye ederim keisnlikle,
ürün geldi gerçekten çok güzel göründüğü gibi ancak 2 gün içerisinde batarya da hafif şişme oldu,
Tuşları biraz basit ekranı silerken tırnağım biraz çizdi ama nostaljik erkek arkadaşıma aldım,
telefon oyunlarından sonra oynaması zor,ama eski zamanlara götürüyor,,
çocukluğum resmen geri geldi ailece çok severek oynuyoruz harika,
Oyunları güzel. Fiyatına göre de görüntü kalitesi iyi durumda,orta kalitede ürün.,
bir sürü oyun var hediye olarak almıştım çok severek kullaniyor,
Hızlı kargolandı.Ürün çok güzel içerisinde şarjı da var herhangi bir sorun yaşamadım.,
Ekran biraz mat ve küçük oyunlarda çok canlı değil eski tarzlarda Beş yaşındaki oğlum Sevdi,
Gayet iyi inşallah çabuk bozulmaz,
Çocukluk günlerime döndürdü beni..,
oğlum için aldım çok mutlu oldu ??,
Çok güzel bir oyun çocuklardan çok ben oynuyorum,
Tam da beklediğim gibi çıktı kızım çok beğendi,
oğlum çok sevdi bende tabiki????????,
Fiyatına göre ideal alınabilir .,
guzel oyunlar gayet iyi,
cok güzel eğlenceli sorunsuz çalışıyor,
"Nostalji tavsıye ederım ;)))",
Çok güzel bir oyuncak,
Harikaa çocuğun kadar oynuyorum,
kalite ve tvye baglanmasi mükemmel,
tavsiye ederim, biz beğendik :),
Hızlı kargo, güzel ürün ????,
çok güzel oğlum bayıldi,
Çocukluğum neşesi çok güzel,
çocukluğuma geri döndüm ??,
oğlum çok sevdi gayet kaliteli bir urun,
Biraz küçük ve tuşlar hızlı bozuluyor,
Bazı oyunlar açılmıyo,
Çocukluğum ellerimde çok güzellll,
Süper süper ve süper ! ??,
Çok güzel vakit geçirmek için tam bir nostalji,
